"concept_id","concept_name","concept_code","vocabulary_id"
45562446,"Acute bronchiolitis due to human metapneumovirus","J21.1","ICD10"
40394990,"Acute bronchiolitis with bronchospasm","195736008","SNOMED"
40316060,"Acute bronchiolitis","155513009","SNOMED"
35207968,"Acute bronchiolitis due to other specified organisms","J21.8","ICD10CM"
4112361,"Acute bronchiolitis due to other specified organisms","195740004","SNOMED"
4110022,"Acute bronchitis and/or bronchiolitis","195712009","SNOMED"
1569471,"Acute bronchiolitis","J21","ICD10CM"
4045589,"Adenoviral bronchiolitis","13089009","SNOMED"
35207967,"Acute bronchiolitis due to respiratory syncytial virus","J21.0","ICD10CM"
4237921,"Respiratory syncytial virus bronchiolitis","57089007","SNOMED"
45548109,"Acute bronchiolitis due to other specified organisms","J21.8","ICD10"
45591563,"Respiratory bronchiolitis interstitial lung disease","J84.115","ICD10CM"
260125,"Acute bronchiolitis","5505005","SNOMED"
260139,"Acute bronchitis","10509002","SNOMED"
45581851,"Acute bronchiolitis","J21","ICD10"
4052544,"Acute viral bronchiolitis","233602006","SNOMED"
35207969,"Acute bronchiolitis, unspecified","J21.9","ICD10CM"
4328679,"Diffuse panbronchiolitis","430476004","SNOMED"
40482069,"Bronchiolitis due to Human metapneumovirus","445102008","SNOMED"
46269741,"Bronchiolitis caused by influenza virus","10629191000119100","SNOMED"
920135,"Acute bronchiolitis due to human metapneumovirus","J21.1","ICD10CM"
4052545,"Acute bronchiolitis due to adenovirus","233603001","SNOMED"
254058,"Acute bronchiolitis due to respiratory syncytial virus","195739001","SNOMED"
45552884,"Acute bronchiolitis due to respiratory syncytial virus","J21.0","ICD10"
4035960,"Acute bronchiolitis with bronchospasm","15199004","SNOMED"
45567262,"Acute bronchiolitis, unspecified","J21.9","ICD10"
43021998,"History of bronchiolitis","473123009","SNOMED"
4112525,"Acute bronchiolitis NOS","195741000","SNOMED"
4045227,"Respiratory bronchiolitis associated interstitial lung disease","129451001","SNOMED"
4165112,"Bronchiolitis","4120002","SNOMED"
4112837,"Toxic bronchiolitis obliterans","196027008","SNOMED"
4215773,"Acute bronchiolitis with obstruction","718004","SNOMED"
4112362,"Acute bronchitis or bronchiolitis NOS","195743002","SNOMED"
40316058,"Acute bronchitis and bronchiolitis","155511006","SNOMED"
